Borough,Zipcode,Year,Month,Average Sale Price
Bronx,10464,2021,November,433934.375
Bronx,10465,2021,November,562110.1852
Bronx,10466,2021,November,422847.8667
Bronx,10467,2021,November,1160796.067
Bronx,10468,2021,November,420550
Bronx,10469,2021,November,450245
Bronx,10470,2021,November,5527355.267
Bronx,10471,2021,November,798160.7143
Bronx,10472,2021,November,456160.8
Bronx,10473,2021,November,473085.5
Bronx,10474,2021,November,42500
Bronx,10475,2021,November,158333.3333
Bronx,10451,2021,December,12053176.47
Bronx,10452,2021,December,864000
Bronx,10453,2021,December,1439842.632
Bronx,10454,2021,December,1217909.091
Bronx,10455,2021,December,1045638.167
Bronx,10456,2021,December,1687833.333
Bronx,10457,2021,December,2209784.273
Bronx,10458,2021,December,1103300
Bronx,10459,2021,December,279415.8421
Bronx,10460,2021,December,900273.72
Bronx,10461,2021,December,625482.3818
Bronx,10462,2021,December,463614.8611
Bronx,10463,2021,December,554134.7759
Bronx,10464,2021,December,416882.3529
Bronx,10465,2021,December,787054.0462
Bronx,10466,2021,December,440389.625
Bronx,10467,2021,December,601294.8824
Bronx,10468,2021,December,864285.7143
Bronx,10469,2021,December,485071.8406
Bronx,10470,2021,December,657251.5455
Bronx,10471,2021,December,666739.0286
Bronx,10472,2021,December,647225.2333
Bronx,10473,2021,December,1038234.109
Bronx,10474,2021,December,4975000
Bronx,10475,2021,December,1916666.667
Bronx,10451,2022,January,609958.3333
Bronx,10452,2022,January,1831111.222
Bronx,10453,2022,January,1564629.214
Bronx,10454,2022,January,8205000
Bronx,10455,2022,January,19001350.86
Bronx,10456,2022,January,2554375
Bronx,10457,2022,January,770799.3
Bronx,10458,2022,January,4181229.125
Bronx,10459,2022,January,1491020.5
Bronx,10460,2022,January,777882.3529
Bronx,10461,2022,January,554295.6591
Bronx,10462,2022,January,245722.878
Bronx,10463,2022,January,581143.3333
Bronx,10464,2022,January,556125
Bronx,10465,2022,January,488324.7959
Bronx,10466,2022,January,436055.9167
Bronx,10467,2022,January,290159.375
Bronx,10468,2022,January,885883.8333
Bronx,10469,2022,January,421660.02
Bronx,10470,2022,January,516916.6667
Bronx,10471,2022,January,362461.4444
Bronx,10472,2022,January,442000
Bronx,10473,2022,January,418232.5
Bronx,10474,2022,January,58333.33333
Bronx,10475,2022,January,12588750
Bronx,10451,2022,February,4488500
Bronx,10452,2022,February,217777.7778
Bronx,10453,2022,February,966363.6364
Bronx,10454,2022,February,1711143
Bronx,10455,2022,February,1035111.111
Bronx,10456,2022,February,366777.7778
Bronx,10457,2022,February,681535.7143
Bronx,10458,2022,February,1057100.05
Bronx,10459,2022,February,428958.3333
Bronx,10460,2022,February,568896.5333
Bronx,10461,2022,February,622698.8667
Bronx,10462,2022,February,544388.0152
Bronx,10463,2022,February,341324.2
Bronx,10464,2022,February,339599.5
Bronx,10465,2022,February,444228.9123
Bronx,10466,2022,February,426257.6765
Bronx,10467,2022,February,517591.0294
Bronx,10468,2022,February,851333.3333
Bronx,10469,2022,February,514410.9286
Bronx,10470,2022,February,720483.3333
Bronx,10471,2022,February,579650
Bronx,10472,2022,February,650312.5
Bronx,10473,2022,February,239580
Bronx,10474,2022,February,280000
Bronx,10475,2022,February,15000
Bronx,10451,2022,March,7419875
Bronx,10452,2022,March,1123437.5
Bronx,10453,2022,March,3650000
Bronx,10454,2022,March,1670000
Bronx,10455,2022,March,253577.1429
Bronx,10456,2022,March,7156370.737
Bronx,10457,2022,March,1748140
Bronx,10458,2022,March,1417142.857
Bronx,10459,2022,March,111666.6667
Bronx,10460,2022,March,291635.6667
Bronx,10461,2022,March,396945.1463
Bronx,10462,2022,March,853047.5476
Bronx,10463,2022,March,409780.0238
Bronx,10464,2022,March,244333.3333
Bronx,10465,2022,March,589204.8387
Bronx,10466,2022,March,388921.0526
Bronx,10467,2022,March,1132839.92
Bronx,10468,2022,March,991750
Bronx,10469,2022,March,412105.5263
Bronx,10470,2022,March,151451
Bronx,10471,2022,March,434650
Bronx,10472,2022,March,610470.5882
Bronx,10473,2022,March,517141.5185
Bronx,10474,2022,March,5000
Bronx,10475,2022,March,0
Brooklyn,11201,2021,April,1635869.753
Brooklyn,11203,2021,April,357526.1296
Brooklyn,11204,2021,April,608580.3523
Brooklyn,11205,2021,April,1023124.471
Brooklyn,11206,2021,April,720676.2985
Brooklyn,11207,2021,April,540753.3788
Brooklyn,11208,2021,April,368454.7455
Brooklyn,11209,2021,April,525965.4127
Brooklyn,11210,2021,April,438269.6154
Brooklyn,11211,2021,April,978945.7077
Brooklyn,11212,2021,April,467537.8108
Brooklyn,11213,2021,April,561450.5161
Brooklyn,11214,2021,April,786177.6049
Brooklyn,11215,2021,April,1166024.624
Brooklyn,11216,2021,April,1554895.814
Brooklyn,11217,2021,April,1153904.691
Brooklyn,11218,2021,April,640956.5217
Brooklyn,11219,2021,April,625968.2593
Brooklyn,11220,2021,April,583356.1905
Brooklyn,11221,2021,April,759312.6267
Brooklyn,11222,2021,April,1194034.805
Brooklyn,11223,2021,April,471764.0779
Brooklyn,11224,2021,April,244760.8696
Brooklyn,11225,2021,April,1584240.864
Brooklyn,11226,2021,April,720837.2
Brooklyn,11228,2021,April,751787.4468
Brooklyn,11229,2021,April,376884.1818
Brooklyn,11230,2021,April,927031.0806
Brooklyn,11231,2021,April,1046095.64
Brooklyn,11232,2021,April,806858.1818
Brooklyn,11233,2021,April,642660.8667
Brooklyn,11234,2021,April,549534.4962
Brooklyn,11235,2021,April,506253.1714
Brooklyn,11236,2021,April,313388.0303
Brooklyn,11237,2021,April,963222.2222
Brooklyn,11238,2021,April,1179870.869
Brooklyn,11239,2021,April,181666.6667
Brooklyn,11249,2021,April,1780862.75
Brooklyn,11201,2021,May,2042611.812
Brooklyn,11203,2021,May,266084.2222
Brooklyn,11204,2021,May,566831.0225
Brooklyn,11205,2021,May,984886.9636
Brooklyn,11206,2021,May,581776.4909
Brooklyn,11207,2021,May,1825220.763
Brooklyn,11208,2021,May,351432.8814
Brooklyn,11209,2021,May,585368.2414
Brooklyn,11210,2021,May,524290.2941
Brooklyn,11211,2021,May,1053508.816
Brooklyn,11212,2021,May,281659.7297
Brooklyn,11213,2021,May,460534.6744
Brooklyn,11214,2021,May,513002.4118
Brooklyn,11215,2021,May,1343967.079
Brooklyn,11216,2021,May,743453.9683
Brooklyn,11217,2021,May,1635330.877
Brooklyn,11218,2021,May,935460.3175
Brooklyn,11219,2021,May,588482.3036
Brooklyn,11220,2021,May,605876.2679
Brooklyn,11221,2021,May,812644.2258
Brooklyn,11222,2021,May,1027196.966
Brooklyn,11223,2021,May,1343191.324
Brooklyn,11224,2021,May,264423.1154
Brooklyn,11225,2021,May,761234
Brooklyn,11226,2021,May,811245.6875
Brooklyn,11228,2021,May,489827.4667
Brooklyn,11229,2021,May,504383.2727
Brooklyn,11230,2021,May,835096.9697
Brooklyn,11231,2021,May,2675193.206
Brooklyn,11232,2021,May,2168933.625
Brooklyn,11233,2021,May,630091.1667
Brooklyn,11234,2021,May,438261.3925
Brooklyn,11235,2021,May,315053.8352
Brooklyn,11236,2021,May,205260.2245
Brooklyn,11237,2021,May,1016602.273
Brooklyn,11238,2021,May,1354143.364
Brooklyn,11239,2021,May,571255.1667
Brooklyn,11249,2021,May,1861046.623
Brooklyn,11201,2021,June,1623618.344
Brooklyn,11203,2021,June,356749.0135
Brooklyn,11204,2021,June,800195.1193
Brooklyn,11205,2021,June,2462205.472
Brooklyn,11206,2021,June,981447
Brooklyn,11207,2021,June,483324.4576
Brooklyn,11208,2021,June,473882.0959
Brooklyn,11209,2021,June,820006.7733
Brooklyn,11210,2021,June,614163.2419
Brooklyn,11211,2021,June,1043911.322
Brooklyn,11212,2021,June,2677711.795
Brooklyn,11213,2021,June,687243.3784
Brooklyn,11214,2021,June,488425.6757
Brooklyn,11215,2021,June,2911619.431
Brooklyn,11216,2021,June,1659464.2
Brooklyn,11217,2021,June,1600338.639
Brooklyn,11218,2021,June,765858.7312
Brooklyn,11219,2021,June,644785.2535
Brooklyn,11220,2021,June,431581.5283
Brooklyn,11221,2021,June,648150.0769
Brooklyn,11222,2021,June,1066688.294
Brooklyn,11223,2021,June,1125681.342
Brooklyn,11224,2021,June,335683.5294
Brooklyn,11225,2021,June,905671.8654
Brooklyn,11226,2021,June,2736206.067
Brooklyn,11228,2021,June,689750.5
Brooklyn,11229,2021,June,424741.5536
Brooklyn,11230,2021,June,828532.0388
Brooklyn,11231,2021,June,1244603.971
Brooklyn,11232,2021,June,944315.7273
Brooklyn,11233,2021,June,376446.0617
Brooklyn,11234,2021,June,607255.7357
Brooklyn,11235,2021,June,1169227.246
Brooklyn,11236,2021,June,286974.9765
Brooklyn,11237,2021,June,1458793.103
Brooklyn,11238,2021,June,4124123.728
Brooklyn,11239,2021,June,234505.7143
Brooklyn,11249,2021,June,1036010.481
Brooklyn,11255,2021,June,0
Brooklyn,10013,2021,July,270000
Brooklyn,11201,2021,July,1484642.659
Brooklyn,11203,2021,July,409413.7931
Brooklyn,11204,2021,July,633074.3297
Brooklyn,11205,2021,July,1214690.286
Brooklyn,11206,2021,July,447346.8205
Brooklyn,11207,2021,July,387838.8462
Brooklyn,11208,2021,July,489926.9231
Brooklyn,11209,2021,July,885428.6774
Brooklyn,11210,2021,July,483318.2963
Brooklyn,11211,2021,July,957540.5063
Brooklyn,11212,2021,July,339340.9091
Brooklyn,11213,2021,July,480187.1795
Brooklyn,11214,2021,July,827709.567
Brooklyn,11215,2021,July,2100285.319
Brooklyn,11216,2021,July,873523.7209
Brooklyn,11217,2021,July,1818959.38
Brooklyn,11218,2021,July,791659.6056
Brooklyn,11219,2021,July,491516.5479
Brooklyn,11220,2021,July,461560.2222
Brooklyn,11221,2021,July,876012.7976
Brooklyn,11222,2021,July,1239431.295
Brooklyn,11223,2021,July,821533.1563
Brooklyn,11224,2021,July,347553.6667
Brooklyn,11225,2021,July,752361.7561
Brooklyn,11226,2021,July,546897.54
Brooklyn,11228,2021,July,628947.8704
Brooklyn,11229,2021,July,490530.4286
Brooklyn,11230,2021,July,622659.5128
Brooklyn,11231,2021,July,1590707.693
Brooklyn,11232,2021,July,585028.8333
Brooklyn,11233,2021,July,674324.4464
Brooklyn,11234,2021,July,481885.5043
Brooklyn,11235,2021,July,457959.8346
Brooklyn,11236,2021,July,340929.806
Brooklyn,11237,2021,July,1207416.625
Brooklyn,11238,2021,July,1127584.663
Brooklyn,11239,2021,July,307372
Brooklyn,11249,2021,July,1402623.404
Brooklyn,11201,2021,August,2195682.862
Brooklyn,11203,2021,August,447201.6667
Brooklyn,11204,2021,August,693146.0909
Brooklyn,11205,2021,August,898475.1481
Brooklyn,11206,2021,August,520739.8649
Brooklyn,11207,2021,August,509613.1642
Brooklyn,11208,2021,August,340852.9412
Brooklyn,11209,2021,August,912819.3235
Brooklyn,11210,2021,August,912247.4583
Brooklyn,11211,2021,August,1137294.4
Brooklyn,11212,2021,August,344140
Brooklyn,11213,2021,August,712377.5333
Brooklyn,11214,2021,August,610636.3908
Brooklyn,11215,2021,August,1441485.688
Brooklyn,11216,2021,August,928504.3288
Brooklyn,11217,2021,August,1471381.985
Brooklyn,11218,2021,August,2064629.87
Brooklyn,11219,2021,August,712067.7808
Brooklyn,11220,2021,August,463753.4444
Brooklyn,11221,2021,August,850994.9697
Brooklyn,11222,2021,August,1111501
Brooklyn,11223,2021,August,718025.7895
Brooklyn,11224,2021,August,485250
Brooklyn,11225,2021,August,1828600.022
Brooklyn,11226,2021,August,999973.3651
Brooklyn,11228,2021,August,721860.119
Brooklyn,11229,2021,August,572346.6718
Brooklyn,11230,2021,August,807634.1087
Brooklyn,11231,2021,August,1852721.945
Brooklyn,11232,2021,August,637126.7436
Brooklyn,11233,2021,August,531929.1373
Brooklyn,11234,2021,August,618475.6593
Brooklyn,11235,2021,August,519463.6154
Brooklyn,11236,2021,August,384545.186
Brooklyn,11237,2021,August,637620.2381
Brooklyn,11238,2021,August,1095901.219
Brooklyn,11239,2021,August,192500
Brooklyn,11249,2021,August,1452799.389
Brooklyn,11201,2021,September,1492187.771
Brooklyn,11203,2021,September,272183.898
Brooklyn,11204,2021,September,668894.8772
Brooklyn,11205,2021,September,3760629.559
Brooklyn,11206,2021,September,1523595.897
Brooklyn,11207,2021,September,791556.8814
Brooklyn,11208,2021,September,1572109.267
Brooklyn,11209,2021,September,1029153.654
Brooklyn,11210,2021,September,799413.25
Brooklyn,11211,2021,September,1117264.718
Brooklyn,11212,2021,September,367096.3462
Brooklyn,11213,2021,September,850916.3429
Brooklyn,11214,2021,September,664126.8974
Brooklyn,11215,2021,September,1459204.636
Brooklyn,11216,2021,September,922905.9123
Brooklyn,11217,2021,September,1513677.016
Brooklyn,11218,2021,September,674484.8525
Brooklyn,11219,2021,September,879777.6714
Brooklyn,11220,2021,September,672687.6
Brooklyn,11221,2021,September,803057.6615
Brooklyn,11222,2021,September,1323410.836
Brooklyn,11223,2021,September,1007869.87
Brooklyn,11224,2021,September,260331.5789
Brooklyn,11225,2021,September,957924.4
Brooklyn,11226,2021,September,756227.6154
Brooklyn,11228,2021,September,694475.0556
Brooklyn,11229,2021,September,749323.9535
Brooklyn,11230,2021,September,850209.9038
Brooklyn,11231,2021,September,2200343.365
Brooklyn,11232,2021,September,1076288.917
Brooklyn,11233,2021,September,763674.975
Brooklyn,11234,2021,September,495961.6842
Brooklyn,11235,2021,September,504141.9208
Brooklyn,11236,2021,September,392913.6491
Brooklyn,11237,2021,September,529645.7857
Brooklyn,11238,2021,September,1035792.744
Brooklyn,11239,2021,September,0
Brooklyn,11249,2021,September,1824009.976
Brooklyn,11201,2021,October,2145853.432
Brooklyn,11203,2021,October,382846.2703
Brooklyn,11204,2021,October,621214.0563
Brooklyn,11205,2021,October,1544586.321
Brooklyn,11206,2021,October,776199.8889
Brooklyn,11207,2021,October,497136.371
Brooklyn,11208,2021,October,527118.4627
Brooklyn,11209,2021,October,899054.0541
Brooklyn,11210,2021,October,449122.9508
Brooklyn,11211,2021,October,1250663.436
Brooklyn,11212,2021,October,301849.5
Brooklyn,11213,2021,October,436328.7143
Brooklyn,11214,2021,October,711773.4533
Brooklyn,11215,2021,October,1663481.518
Brooklyn,11216,2021,October,2585404.403
Brooklyn,11217,2021,October,1359055.977
Brooklyn,11218,2021,October,693636.2264
Brooklyn,11219,2021,October,1024198.347
Brooklyn,11220,2021,October,951753.7419
Brooklyn,11221,2021,October,2427679.464
Brooklyn,11222,2021,October,4956935.673
Brooklyn,11223,2021,October,613226.9714
Brooklyn,11224,2021,October,376617.6
Brooklyn,11225,2021,October,846773.8286
Brooklyn,11226,2021,October,846210.7708
Brooklyn,11228,2021,October,533945.6522
Brooklyn,11229,2021,October,568586.7011
Brooklyn,11230,2021,October,685334.623
Brooklyn,11231,2021,October,1304492.043
Brooklyn,11232,2021,October,558293.1667
Brooklyn,11233,2021,October,584225.9412
Brooklyn,11234,2021,October,545710.8581
Brooklyn,11235,2021,October,546518.0569
Brooklyn,11236,2021,October,603363.375
Brooklyn,11237,2021,October,2016604.167
Brooklyn,11238,2021,October,1930983.825
Brooklyn,11239,2021,October,282500
Brooklyn,11249,2021,October,1143291.75
Brooklyn,11201,2021,November,2023191.082
Brooklyn,11203,2021,November,384796.0161
Brooklyn,11204,2021,November,691806.8788
Brooklyn,11205,2021,November,661615.359
Brooklyn,11206,2021,November,2799811.246
Brooklyn,11207,2021,November,1776807.98
Brooklyn,11208,2021,November,320570.1642
Brooklyn,11209,2021,November,937473.9683
Brooklyn,11210,2021,November,795605.2982
Brooklyn,11211,2021,November,1177907.788
Brooklyn,11212,2021,November,437311.0345
Brooklyn,11213,2021,November,687233.5
Brooklyn,11214,2021,November,652270.7727
Brooklyn,11215,2021,November,1345365.642
Brooklyn,11216,2021,November,399891.1935
Brooklyn,11217,2021,November,1310400.822
Brooklyn,11218,2021,November,742963.169
Brooklyn,11219,2021,November,639055.4091
Brooklyn,11220,2021,November,724062.8197
Brooklyn,11221,2021,November,933369.0345
Brooklyn,11222,2021,November,991716.9265
Brooklyn,11223,2021,November,1096693.966
Brooklyn,11224,2021,November,305676.24
Brooklyn,11225,2021,November,527072.325
Brooklyn,11226,2021,November,632094.5526
Brooklyn,11228,2021,November,810212.3023
Brooklyn,11229,2021,November,782510.3846
Brooklyn,11230,2021,November,662243.5325
Brooklyn,11231,2021,November,1835700.167
Brooklyn,11232,2021,November,888939.069
Brooklyn,11233,2021,November,743993.8
Brooklyn,11234,2021,November,549747.0263
Brooklyn,11235,2021,November,552477.1415
Brooklyn,11236,2021,November,397006.6667
Brooklyn,11237,2021,November,552839.4211
Brooklyn,11238,2021,November,924651.3846
Brooklyn,11249,2021,November,2567469.244
Brooklyn,11201,2021,December,5198832.607
Brooklyn,11203,2021,December,578396.0656
Brooklyn,11204,2021,December,1118414.795
Brooklyn,11205,2021,December,739389.7143
Brooklyn,11206,2021,December,7368198.048
Brooklyn,11207,2021,December,20129001.99
Brooklyn,11208,2021,December,4450987.5
Brooklyn,11209,2021,December,817802.8537
Brooklyn,11210,2021,December,626236.6849
Brooklyn,11211,2021,December,4678140.697
Brooklyn,11212,2021,December,386631.8571
Brooklyn,11213,2021,December,736915.3429
Brooklyn,11214,2021,December,984976.8354
Brooklyn,11215,2021,December,1376874.819
Brooklyn,11216,2021,December,860012.9014
Brooklyn,11217,2021,December,3550773.253
Brooklyn,11218,2021,December,967641.7667
Brooklyn,11219,2021,December,710878.5366
Brooklyn,11220,2021,December,815321.2698
Brooklyn,11221,2021,December,510237.6848
Brooklyn,11222,2021,December,2244709.055
Brooklyn,11223,2021,December,1106364.962
Brooklyn,11224,2021,December,380137.475
Brooklyn,11225,2021,December,558618.6579
Brooklyn,11226,2021,December,1022365.731
Brooklyn,11228,2021,December,761318
Brooklyn,11229,2021,December,545154.1518
Brooklyn,11230,2021,December,1104091.25
Brooklyn,11231,2021,December,1623362.958
Brooklyn,11232,2021,December,5560910
Brooklyn,11233,2021,December,728591.5735
Brooklyn,11234,2021,December,641206.874
Brooklyn,11235,2021,December,1047561.982
Brooklyn,11236,2021,December,519076.4884
Brooklyn,11237,2021,December,1370030.973
Brooklyn,11238,2021,December,1475282.041
Brooklyn,11239,2021,December,8515000
Brooklyn,11249,2021,December,2040127.057
Brooklyn,11201,2022,January,2292823.59
Brooklyn,11203,2022,January,410270.3529
Brooklyn,11204,2022,January,549790.9605
Brooklyn,11205,2022,January,1480015.444
Brooklyn,11206,2022,January,1837641.673
Brooklyn,11207,2022,January,1112343.611
Brooklyn,11208,2022,January,269698.5714
Brooklyn,11209,2022,January,694718.6129
Brooklyn,11210,2022,January,634697.9167
Brooklyn,11211,2022,January,2383115.859
Brooklyn,11212,2022,January,412622.9167
Brooklyn,11213,2022,January,1682247.889
Brooklyn,11214,2022,January,735097.0694
Brooklyn,11215,2022,January,1510710.615
Brooklyn,11216,2022,January,795378.7879
Brooklyn,11217,2022,January,1367836.894
Brooklyn,11218,2022,January,827136.8462
Brooklyn,11219,2022,January,639623.1013
Brooklyn,11220,2022,January,795741.6136
Brooklyn,11221,2022,January,855347.3333
Brooklyn,11222,2022,January,2925909.333
Brooklyn,11223,2022,January,1056711.614
Brooklyn,11224,2022,January,472432.4324
Brooklyn,11225,2022,January,691886.3636
Brooklyn,11226,2022,January,1087731.171
Brooklyn,11228,2022,January,835743.3333
Brooklyn,11229,2022,January,512916.5575
Brooklyn,11230,2022,January,457602.9474
Brooklyn,11231,2022,January,1822785.737
Brooklyn,11232,2022,January,806428.5714
Brooklyn,11233,2022,January,695239.5517
Brooklyn,11234,2022,January,524572.3571
Brooklyn,11235,2022,January,496852.5806
Brooklyn,11236,2022,January,373757.3043
Brooklyn,11237,2022,January,621875
Brooklyn,11238,2022,January,1260484.581
Brooklyn,11249,2022,January,1398520.219
Brooklyn,11201,2022,February,1782276.879
Brooklyn,11203,2022,February,418948.9245
Brooklyn,11204,2022,February,761486.7952
Brooklyn,11205,2022,February,504195.575
Brooklyn,11206,2022,February,614050.3191
Brooklyn,11207,2022,February,644606.8
Brooklyn,11208,2022,February,591270.6667
Brooklyn,11209,2022,February,794682.4658
Brooklyn,11210,2022,February,519320.3922
Brooklyn,11211,2022,February,981456.5469
Brooklyn,11212,2022,February,426742.8182
Brooklyn,11213,2022,February,751358.119
Brooklyn,11214,2022,February,874124.4348
Brooklyn,11215,2022,February,1300928.905
Brooklyn,11216,2022,February,880818.06
Brooklyn,11217,2022,February,1637065.9
Brooklyn,11218,2022,February,597383.6
Brooklyn,11219,2022,February,672178.371
Brooklyn,11220,2022,February,803674.9412
Brooklyn,11221,2022,February,825259.3208
Brooklyn,11222,2022,February,1664823.667
Brooklyn,11223,2022,February,1112292.576
Brooklyn,11224,2022,February,428000
Brooklyn,11225,2022,February,828857.1429
Brooklyn,11226,2022,February,798282.6875
Brooklyn,11228,2022,February,617590.9091
Brooklyn,11229,2022,February,548122.7586
Brooklyn,11230,2022,February,639937.8088
Brooklyn,11231,2022,February,2067626.114
Brooklyn,11232,2022,February,447353.75
Brooklyn,11233,2022,February,701713.0784
Brooklyn,11234,2022,February,484815.6047
Brooklyn,11235,2022,February,537347.7234
Brooklyn,11236,2022,February,351687.791
Brooklyn,11237,2022,February,1646320.577
Brooklyn,11238,2022,February,1128317.379
Brooklyn,11239,2022,February,0
Brooklyn,11249,2022,February,1800409.091
Brooklyn,11201,2022,March,1634279.602
Brooklyn,11203,2022,March,736766.0732
Brooklyn,11204,2022,March,671828.8305
Brooklyn,11205,2022,March,917576.9231
Brooklyn,11206,2022,March,1174418.882
Brooklyn,11207,2022,March,899728.907
Brooklyn,11208,2022,March,590764.1667
Brooklyn,11209,2022,March,778052.0833
Brooklyn,11210,2022,March,866370.4773
Brooklyn,11211,2022,March,1313009
Brooklyn,11212,2022,March,463062.069
Brooklyn,11213,2022,March,666439.7027
Brooklyn,11214,2022,March,646292.8302
Brooklyn,11215,2022,March,1569495.07
Brooklyn,11216,2022,March,1930500.951
Brooklyn,11217,2022,March,1678246.587
Brooklyn,11218,2022,March,879255.8148
Brooklyn,11219,2022,March,787258.1887
Brooklyn,11220,2022,March,708291.4894
Brooklyn,11221,2022,March,959165.5849
Brooklyn,11222,2022,March,1557480.902
Brooklyn,11223,2022,March,1164015.87
Brooklyn,11224,2022,March,227300
Brooklyn,11225,2022,March,495286.0714
Brooklyn,11226,2022,March,1650576.923
Brooklyn,11228,2022,March,925481.4815
Brooklyn,11229,2022,March,582203.7008
Brooklyn,11230,2022,March,3336961.882
Brooklyn,11231,2022,March,3157318.3
Brooklyn,11232,2022,March,874908.3333
Brooklyn,11233,2022,March,828176.8868
Brooklyn,11234,2022,March,568740.0235
Brooklyn,11235,2022,March,613696.5357
Brooklyn,11236,2022,March,654220.6056
Brooklyn,11237,2022,March,2852777.778
Brooklyn,11238,2022,March,1729678.394
Brooklyn,11239,2022,March,0
Brooklyn,11249,2022,March,859971.129
Queens,11001,2021,April,373750
Queens,11004,2021,April,307553.5714
Queens,11005,2021,April,255352.375
Queens,11040,2021,April,540592.5
Queens,11101,2021,April,1282514.01
Queens,11102,2021,April,198666.6667
Queens,11103,2021,April,326204.5455
Queens,11104,2021,April,206215.1905
Queens,11105,2021,April,612592.5926
Queens,11106,2021,April,574393.5714
Queens,11109,2021,April,882500
Queens,11351,2021,April,980973.5
Queens,11354,2021,April,404820.5
Queens,11355,2021,April,442348.377
Queens,11356,2021,April,384378.6486
Queens,11357,2021,April,433885.85
Queens,11358,2021,April,508037.619
Queens,11360,2021,April,475839.878
Queens,11361,2021,April,558536.973
Queens,11362,2021,April,590498.9189
Queens,11363,2021,April,297500
Queens,11364,2021,April,442470.5833
Queens,11365,2021,April,479764.4167
Queens,11366,2021,April,223100
Queens,11367,2021,April,404428.9565
Queens,11368,2021,April,357603.5417
Queens,11369,2021,April,552598.5313
Queens,11370,2021,April,573400
Queens,11372,2021,April,397416.8667
Queens,11373,2021,April,324779.7636
Queens,11374,2021,April,268306.5902
Queens,11375,2021,April,441959.7875
Queens,11377,2021,April,434287.6471
Queens,11378,2021,April,494750.2174
Queens,11379,2021,April,575786.7308
Queens,11385,2021,April,771301.8902
Queens,11411,2021,April,306926
Queens,11412,2021,April,1442838.255
Queens,11413,2021,April,305803.8085
Queens,11414,2021,April,436157.0784
Queens,11415,2021,April,496642.8571
Queens,11416,2021,April,269357.619
Queens,11417,2021,April,324476.3243
Queens,11418,2021,April,352466.7429
Queens,11419,2021,April,293753.4138
Queens,11420,2021,April,339221.1538
Queens,11421,2021,April,273831.8182
Queens,11422,2021,April,4263105.417
Queens,11423,2021,April,500242.8571
Queens,11426,2021,April,344195.122
Queens,11427,2021,April,463107.5
Queens,11428,2021,April,364562
Queens,11429,2021,April,455062.8125
Queens,11432,2021,April,441081.6327
Queens,11433,2021,April,1318896.204
Queens,11434,2021,April,339898.1475
Queens,11435,2021,April,744561.9231
Queens,11436,2021,April,329105.3571
Queens,11691,2021,April,737454
Queens,11692,2021,April,375502.4
Queens,11693,2021,April,323571.4286
Queens,11694,2021,April,435233.3929
Queens,11697,2021,April,536166.6667
Queens,11001,2021,May,274555.5556
Queens,11004,2021,May,475603.4483
Queens,11005,2021,May,357766.6667
Queens,11040,2021,May,116000
Queens,11101,2021,May,1531466.327
Queens,11102,2021,May,221486.6
Queens,11103,2021,May,564814.8148
Queens,11104,2021,May,218973.6842
Queens,11105,2021,May,657522.1739
Queens,11106,2021,May,646051.0185
Queens,11109,2021,May,455500
Queens,11351,2021,May,1393785.25
Queens,11354,2021,May,10061169.28
Queens,11355,2021,May,383218.0154
Queens,11356,2021,May,627645.8846
Queens,11357,2021,May,617686.2386
Queens,11358,2021,May,533437.8
Queens,11360,2021,May,493575.6757
Queens,11361,2021,May,952088.6977
Queens,11362,2021,May,418387.8824
Queens,11363,2021,May,384444.4444
Queens,11364,2021,May,434323.2586
Queens,11365,2021,May,500202.7209
Queens,11366,2021,May,505200.5
Queens,11367,2021,May,422825.1064
Queens,11368,2021,May,435605
Queens,11369,2021,May,280080.6
Queens,11370,2021,May,375103.4483
Queens,11372,2021,May,866569.4118
Queens,11373,2021,May,228057.907
Queens,11374,2021,May,372834.8462
Queens,11375,2021,May,821110.6346
Queens,11377,2021,May,1871803.389
Queens,11378,2021,May,1474996.706
Queens,11379,2021,May,555785.7143
Queens,11385,2021,May,584601.4815
Queens,11411,2021,May,333399.96
Queens,11412,2021,May,431356.82
Queens,11413,2021,May,454834.4651
Queens,11414,2021,May,464884.2105
Queens,11415,2021,May,428577.8824
Queens,11416,2021,May,368304.3478
Queens,11417,2021,May,481063.75
Queens,11418,2021,May,563695.4688
Queens,11419,2021,May,269081.6216
Queens,11420,2021,May,234205.9615
Queens,11421,2021,May,355782.9211
Queens,11422,2021,May,366281.4583
Queens,11423,2021,May,423667.2667
Queens,11426,2021,May,378678.7879
Queens,11427,2021,May,502681.8636
Queens,11428,2021,May,419881.4286
Queens,11429,2021,May,413185.1852
Queens,11432,2021,May,553992.3902
Queens,11433,2021,May,501680.5556
Queens,11434,2021,May,440354.3958
Queens,11435,2021,May,238188.6579
Queens,11436,2021,May,399857.6087
Queens,11691,2021,May,485801.0857
Queens,11692,2021,May,480624.8333
Queens,11693,2021,May,125983.3333
Queens,11694,2021,May,450021.2903
Queens,11697,2021,May,682500
Queens,11001,2021,June,200000
Queens,11004,2021,June,350143.3333
Queens,11005,2021,June,370642.8571
Queens,11040,2021,June,440000
Queens,11101,2021,June,1552207.816
Queens,11102,2021,June,656758.6207
Queens,11103,2021,June,10352668.61
Queens,11104,2021,June,499786.75
Queens,11105,2021,June,656931
Queens,11106,2021,June,674318.1698
Queens,11109,2021,June,445100
Queens,11351,2021,June,372438
Queens,11354,2021,June,610854.7349
Queens,11355,2021,June,571124.6136
